label,dice,jaccard,precision,recall,fpr,fnr,vs,hd,msd,mdsd,stdsd,hd95,filename
1,0.4914769685940995,0.3258001093533567,0.5674629616083092,0.4334375709560679,0.0019451828830326114,0.5665623421478674,0.26780963641738104,27.835844039916992,3.6752328331468522,1.2494251728057861,6.329980684237646,21.53273963928221,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\AMC006.nii.gz
1,0.41320663120158524,0.26040355305649043,0.46733285328467083,0.37031672596076926,0.0025364113425038423,0.6296831888893742,0.23163895486935868,54.68162536621094,10.601245374166968,2.0898118019104004,14.018987940002416,31.564963722229002,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\AMC012.nii.gz
1,0.2589104957622375,0.14870602294256366,0.2909233743508767,0.23324451533619495,0.004154592438962181,0.7667554145572479,0.22007782101167314,26.29210662841797,9.428828157831115,6.9762701988220215,8.244589143672096,23.200889587402344,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC007.nii.gz
1,0.6404971428375887,0.4711259998191182,0.6386883716121453,0.6423161374001154,0.0023579351724692206,0.35768378371065135,-0.005663939584644431,66.07027435302734,14.840096663073371,0.8571010231971741,23.27392936735163,59.59124374389648,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC022.nii.gz
1,0.6470790401079398,0.4782829590869563,0.6759380558760273,0.620583310887913,0.0013811992358788861,0.37941657904055265,0.0853896476529324,16.9940128326416,3.1787919494332866,0.4285491704940796,5.02825655345799,14.153031158447263,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC027.nii.gz
1,0.08451954592193053,0.04412446273831085,0.09028394746078917,0.07944704854214665,0.00788223389479625,0.9205528992930152,0.12769499708648963,37.95992660522461,11.511481772132997,10.127827644348145,8.467362006560608,31.376622676849365,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC036.nii.gz
1,0.006468356699207159,0.003244672198178489,0.006583224432442748,0.006357428274277665,0.006257490376090638,0.9936424932389535,0.03489718506687962,31.49506950378418,8.777715202131454,8.104225158691406,4.948465592164325,16.00809288024902,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC038.nii.gz
1,0.2810356337561701,0.16349125047325505,0.2945723302657859,0.26868837993264744,0.004658533396498151,0.7313115442523469,0.09190753736965228,41.65264129638672,13.011815048198915,11.475360870361328,11.56758299871649,36.5411491394043,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC052.nii.gz
1,0.7764615642821906,0.6346033288497932,0.8850173359448958,0.6916269048009299,0.0006083388505732678,0.30837301956183194,0.24531906763469621,38.63241958618164,2.453645561062507,0.0,7.662936992122807,29.293087005615238,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC059.nii.gz
1,0.5559411745113969,0.38498512989821726,0.6407898125996233,0.49093511269921575,0.0016192741188429988,0.5090647568716895,0.264825345247766,16.131900787353516,2.7894060352957575,0.30303192138671875,4.402017599712132,13.168076276779175,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC069.nii.gz
1,0.6893279057009897,0.5259346778643856,0.8213275347180491,0.5938821120748441,0.0009390888425491325,0.4061178174430633,0.32143003231480344,46.2719612121582,4.49143801895721,0.6060600280761719,10.730907318909885,36.01088333129883,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC071.nii.gz
1,0.5959960982122103,0.4244974657501295,0.7161218366848039,0.5103820877349426,0.001186421080136159,0.489617825020256,0.3354897865620702,67.4406509399414,3.640928666542328,0.6060638427734375,10.404538142735225,13.05839853286743,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC079.nii.gz
1,0.8266607327701765,0.7045368341944849,0.8971011885491696,0.7664768609380327,0.0007685831130445265,0.23352308037308056,0.15704022533784853,11.314029693603516,0.9533091691049665,0.0,2.133440109302868,4.21758346557616,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC080.nii.gz
1,0.09016911019627913,0.047213138439469934,0.08219827321282963,0.09985181924170075,0.0069316639438160264,0.9001480984402289,-0.19394164653410148,16.478261947631836,5.884887556811596,5.777949333190918,3.6718433349716886,12.190093040466309,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC093.nii.gz
1,0.5012396658440164,0.3344361699606134,0.4960977957922765,0.5064891977584033,0.0032053742589431763,0.493510720099333,-0.02072917936836971,68.43705749511719,16.09142419096306,3.748274564743042,22.99148600075233,63.62121868133545,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC094.nii.gz
1,0.5039836887400988,0.3368838193452974,0.5448367743480932,0.46882973986414067,0.002434060052891132,0.5311701777838937,0.14996458923512748,19.176223754882812,5.938915598541715,2.6067655086517334,6.28202710205423,16.951724433898907,C:\Users\E.Lavrova\Documents\GitHub\plaq-u-net\res\nifti_compare\t1wce_plaqunet_aug\MUMC107.nii.gz
